href,language_num,sex,speakerId,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=551,english166,male,[u'551'],"[u'glenside,', u'pennsylvania,', u'usa']",english,"[u'spanish', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=552,english167,male,[u'552'],"[u'lakeview,', u'michigan,', u'usa']",english,"[u'spanish', u'']","43,",0.0,naturalistic,[u'usa'],43.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=554,english168,male,[u'554'],"[u'oceanside,', u'california,', u'usa']",english,"[u'german', u'']","40,",0.0,naturalistic,[u'usa'],25.0,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=555,english169,male,[u'555'],"[u'cleveland,', u'mississippi,', u'usa']",english,"[u'spanish', u'esperanto', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=556,english170,female,[u'556'],"[u'belmont,', u'mississippi,', u'usa']",english,[u'none'],"50,",0.0,naturalistic,[u'usa'],50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=563,english171,male,[u'563'],"[u'st.', u'louis,', u'missouri,', u'usa']",english,"[u'french', u'spanish', u'italian', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=564,english172,male,[u'564'],"[u'kingston,', u'jamaica']",english,[u'none'],"49,",0.0,naturalistic,"[u'jamaica,', u'uk']",49.0,49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=567,english173,male,[u'567'],"[u'libertyville,', u'illinois,', u'usa']",english,[u'none'],"19,",0.0,naturalistic,[u'usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=568,english174,female,[u'568'],"[u'kuching,', u'sarawak,', u'malaysia']",english,"[u'malay', u'chinese', u'']","30,",0.0,naturalistic,"[u'australia,', u'singapore']",12.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=572,english175,male,[u'572'],"[u'seattle,', u'washington,', u'usa']",english,"[u'mandarin', u'']","24,",0.0,naturalistic,[u'usa'],21.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=573,english176,female,[u'573'],"[u'elizabeth', u'city,', u'north', u'carolina,', u'usa']",english,"[u'spanish', u'french', u'afrikaans', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=574,english177,female,[u'574'],"[u'new', u'orleans,', u'louisiana,', u'usa']",english,[u'none'],"23,",0.0,naturalistic,[u'usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=583,english178,male,[u'583'],"[u'wilkes-barre,', u'pennsylvania,', u'usa']",english,[u'none'],"30,",0.0,naturalistic,[u'usa'],30.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=584,english179,male,[u'584'],"[u'huron,', u'south', u'dakota,', u'usa']",english,"[u'german', u'russian', u'']","57,",0.0,naturalistic,[u'usa'],55.0,57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=585,english180,male,[u'585'],"[u'newport,', u'rhode', u'island,', u'usa']",english,[u'none'],"20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=586,english181,male,[u'586'],"[u'new', u'eagle,', u'pennsylvania,', u'usa']",english,[u'none'],"68,",0.0,naturalistic,[u'usa'],68.0,68
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=590,english182,male,[u'590'],"[u'troy,', u'new', u'york,', u'usa']",english,"[u'italian', u'spanish', u'']","50,",0.0,naturalistic,[u'usa'],50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=595,english183,female,[u'595'],"[u'corriverton,', u'guyana']",english,"[u'hindi', u'']","55,",0.0,naturalistic,"[u'guyana,', u'usa']",55.0,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=597,english184,female,[u'597'],"[u'hillsboro,', u'oregon,', u'usa']",english,"[u'spanish', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=604,english185,male,[u'604'],"[u'oxford,', u'uk']",english,"[u'spanish', u'']","38,",0.0,naturalistic,[u'canada'],36.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=605,english186,female,[u'605'],"[u'gadsden,', u'alabama,', u'usa']",english,[u'none'],"39,",0.0,naturalistic,[u'usa'],39.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=606,english187,female,[u'606'],"[u'algona,', u'iowa,', u'usa']",english,[u'none'],"42,",0.0,naturalistic,[u'usa'],42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=611,english188,male,[u'611'],"[u'edinburgh,', u'scotland,', u'uk']",english,[u'none'],"35,",0.0,naturalistic,[u'uk'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=617,english189,male,[u'617'],"[u'grand', u'forks,', u'north', u'dakota,', u'usa']",english,[u'none'],"19,",0.0,naturalistic,[u'usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=618,english190,male,[u'618'],"[u'oak', u'park,', u'illinois,', u'usa']",english,"[u'spanish', u'koine', u'greek', u'']","27,",0.0,naturalistic,[u'usa'],28.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=631,english191,male,[u'631'],"[u'las', u'cruces,', u'new', u'mexico,', u'usa']",english,"[u'mandarin', u'russian', u'german', u'']","19,",0.0,naturalistic,[u'usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=636,english192,female,[u'636'],"[u'east', u'lansing,', u'michigan,', u'usa']",english,[u'none'],"27,",0.0,naturalistic,[u'usa'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=637,english193,male,[u'637'],"[u'honolulu,', u'hawaii,', u'usa']",english,[u'none'],"32,",0.0,naturalistic,[u'usa'],32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=638,english194,male,[u'638'],"[u'manchester,', u'england,', u'uk']",english,[u'none'],"19,",0.0,naturalistic,[u'uk'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=639,english195,female,[u'639'],"[u'delavan,', u'wisconsin,', u'usa']",english,"[u'french', u'russian', u'german', u'norwegian', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=654,english196,female,[u'654'],"[u'suva,', u'fiji']",english,"[u'fijian', u'hindi', u'french', u'']","50,",0.0,naturalistic,"[u'fiji,', u'usa']",50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=662,english197,male,[u'662'],"[u'iowa', u'city,', u'iowa,', u'usa']",english,[u'none'],"22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=663,english198,male,[u'663'],"[u'washington,', u'district', u'of', u'columbia,', u'usa']",english,[u'none'],"56,",0.0,naturalistic,[u'usa'],56.0,56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=664,english199,male,[u'664'],"[u'bay', u'shore,', u'new', u'york,', u'usa']",english,[u'none'],"25,",0.0,naturalistic,[u'usa'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=667,english200,female,[u'667'],"[u'berkeley,', u'california,', u'usa']",english,"[u'spanish', u'']","22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=668,english201,female,[u'668'],"[u'warren,', u'michigan,', u'usa']",english,"[u'polish', u'']","26,",0.0,naturalistic,[u'usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=673,english202,male,[u'673'],"[u'crisfield,', u'maryland,', u'usa']",english,"[u'esperanto', u'']","19,",0.0,naturalistic,[u'usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=674,english203,female,[u'674'],"[u'boston,', u'massachusetts,', u'usa']",english,"[u'german', u'french', u'']","63,",0.0,naturalistic,[u'usa'],31.0,63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=678,english204,male,[u'678'],"[u'chicago,', u'illinois,', u'usa']",english,"[u'french', u'german', u'']","53,",0.0,naturalistic,[u'usa'],49.0,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=679,english205,female,[u'679'],"[u'blue', u'earth,', u'minnesota,', u'usa']",english,[u'none'],"45,",0.0,naturalistic,[u'usa'],45.0,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=680,english206,female,[u'680'],"[u'hucknall,', u'nottinghamshire,', u'england,', u'uk']",english,"[u'slovenian', u'']","35,",0.0,naturalistic,[u'uk'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=684,english207,female,[u'684'],"[u'wilkes-barre,', u'pennsylvania,', u'usa']",english,"[u'spanish', u'']","23,",0.0,naturalistic,[u'usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=695,english208,male,[u'695'],"[u'washington,', u'dc,', u'usa']",english,[u'none'],"46,",0.0,naturalistic,[u'usa'],29.0,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=702,english209,female,[u'702'],"[u'saint', u'johns,', u'antigua', u'and', u'barbuda']",english,"[u'antigua', u'and', u'barbuda', u'creole', u'english', u'french', u'']","28,",0.0,naturalistic,"[u'antigua', u'and', u'barbuda,', u'usa']",28.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=705,english210,female,[u'705'],"[u'trenton,', u'nova', u'scotia,', u'canada']",english,"[u'french', u'']","23,",0.0,naturalistic,[u'canada'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=720,english211,male,[u'720'],"[u'worcester,', u'massachusetts,', u'usa']",english,[u'none'],"30,",0.0,naturalistic,[u'usa'],30.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=729,english212,male,[u'729'],"[u'spartanburg,', u'south', u'carolina,', u'usa']",english,[u'none'],"24,",0.0,naturalistic,[u'usa'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=734,english213,male,[u'734'],"[u'dodge', u'city,', u'kansas,', u'usa']",english,[u'none'],"38,",0.0,naturalistic,[u'usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=737,english214,male,[u'737'],"[u'myrtle', u'beach,', u'south', u'carolina,', u'usa']",english,"[u'spanish', u'']","26,",0.0,naturalistic,[u'usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=738,english215,male,[u'738'],"[u'lemington', u'spa,', u'warwickshire,', u'uk']",english,"[u'spanish', u'italian', u'yiddish', u'']","20,",0.0,naturalistic,"[u'uk,', u'ireland,', u'usa']",20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=739,english216,female,[u'739'],"[u'chicago,', u'illinois,', u'usa']",english,"[u'spanish', u'']","48,",0.0,naturalistic,[u'usa'],48.0,48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=740,english217,male,[u'740'],"[u'harrow,', u'middlesex,', u'uk']",english,"[u'french', u'german', u'spanish', u'italian', u'japanese', u'']","66,",0.0,naturalistic,"[u'uk,', u'usa']",66.0,66
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=747,english218,female,[u'747'],"[u'abingdon,', u'virginia,', u'usa']",english,"[u'latin', u'spanish', u'']","27,",0.0,naturalistic,[u'usa'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=748,english219,female,[u'748'],"[u'oakland,', u'california,', u'usa']",english,"[u'spanish', u'']","38,",0.0,naturalistic,[u'usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=749,english220,female,[u'749'],"[u'anaheim,', u'california,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=754,english221,male,[u'754'],"[u'london,', u'uk']",english,"[u'yoruba', u'']","45,",0.0,naturalistic,"[u'uk,', u'australia,', u'usa']",45.0,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=764,english222,female,[u'764'],"[u'auburn,', u'indiana,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=767,english223,male,[u'767'],"[u'erie,', u'pennsylvania,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=768,english224,male,[u'768'],"[u'bridgetown,', u'barbados']",english,"[u'spanish', u'french', u'']","20,",0.0,naturalistic,[u'barbados'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=771,english225,male,[u'771'],"[u'dundee,', u'scotland,', u'uk']",english,"[u'italian', u'']","50,",0.0,naturalistic,"[u'scotland,', u'usa']",50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=772,english226,male,[u'772'],"[u'walton-on-thames,', u'surrey,', u'uk']",english,[u'none'],"38,",0.0,naturalistic,"[u'uk,', u'usa']",38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=773,english227,female,[u'773'],"[u'camberley,', u'surrey,', u'uk']",english,[u'none'],"42,",0.0,naturalistic,"[u'uk,', u'usa']",42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=774,english228,female,[u'774'],"[u'glasgow,', u'scotland,', u'uk']",english,"[u'french', u'german', u'krio', u'']","59,",0.0,naturalistic,"[u'scotland,', u'usa,', u'sierra', u'leone']",59.0,59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=775,english229,male,[u'775'],"[u'burlington,', u'vermont,', u'usa']",english,"[u'french', u'']","25,",0.0,naturalistic,[u'usa'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=776,english230,male,[u'776'],"[u'launceston,', u'tasmania,', u'australia']",english,[u'none'],"35,",0.0,naturalistic,[u'australia'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=791,english231,male,[u'791'],"[u'tampa,', u'florida,', u'usa']",english,"[u'spanish', u'']","22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=798,english232,female,[u'798'],"[u'metairie,', u'louisiana,', u'usa']",english,"[u'italian', u'spanish', u'']","32,",0.0,naturalistic,[u'usa'],32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=793,english233,female,[u'793'],"[u'edmonton,', u'alberta,', u'canada']",english,"[u'french', u'']","26,",0.0,naturalistic,[u'canada'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=794,english234,male,[u'794'],"[u'bloomington,', u'indiana,', u'usa']",english,"[u'portuguese', u'spanish', u'american', u'sign', u'language', u'']","49,",0.0,naturalistic,[u'usa'],49.0,49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=795,english235,female,[u'795'],"[u'richmond,', u'virginia,', u'usa']",english,"[u'spanish', u'']","52,",0.0,naturalistic,[u'usa'],52.0,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=799,english236,male,[u'799'],"[u'st.', u'charles,', u'illinois,', u'usa']",english,"[u'german', u'french', u'']","44,",0.0,naturalistic,[u'usa'],34.0,44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=801,english237,female,[u'801'],"[u'jeffersonville,', u'ohio,', u'usa']",english,"[u'spanish', u'']","22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=802,english238,female,[u'802'],"[u'vancouver,', u'british', u'', u'columbia,', u'canada']",english,"[u'german', u'french', u'japanese', u'']","21,",0.0,naturalistic,[u'canada'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=803,english239,male,[u'803'],"[u'fort', u'kobbe,', u'panama']",english,"[u'japanese', u'punjabi', u'']","19,",0.0,naturalistic,[u'usa'],18.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=815,english240,male,[u'815'],"[u'guelph,', u'ontario,', u'canada']",english,"[u'french', u'']","26,",0.0,naturalistic,[u'canada'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=817,english241,female,[u'817'],"[u'wanganui,', u'new', u'zealand']",english,"[u'italian', u'portuguese', u'']","52,",0.0,naturalistic,"[u'new', u'zealand']",29.0,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=818,english242,female,[u'818'],"[u'laurel,', u'mississippi,', u'usa']",english,[u'none'],"77,",0.0,naturalistic,[u'usa'],77.0,77
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=820,english243,male,[u'820'],"[u'fredericton,', u'new', u'brunswick,', u'canada']",english,"[u'french', u'']","27,",0.0,naturalistic,[u'canada'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=821,english244,male,[u'821'],"[u'san', u'francisco,', u'california,', u'usa']",english,"[u'spanish', u'']","23,",0.0,naturalistic,[u'usa'],13.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=824,english245,male,[u'824'],"[u'pittsburgh,', u'pennsylvania,', u'usa']",english,"[u'japanese', u'spanish', u'']","25,",0.0,naturalistic,[u'usa'],22.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=825,english246,male,[u'825'],"[u'los', u'angeles,', u'california,', u'usa']",english,[u'none'],"32,",0.0,naturalistic,[u'usa'],32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=835,english247,male,[u'835'],"[u'prince', u'rupert,', u'british', u'columbia,', u'canada']",english,"[u'japanese', u'']","33,",0.0,naturalistic,[u'canada'],25.0,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=840,english248,female,[u'840'],"[u'philadelphia,', u'pennsylvania,', u'usa']",english,"[u'french', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=850,english249,female,[u'850'],"[u'boston,', u'massachusetts,', u'usa']",english,"[u'spanish', u'']","29,",0.0,naturalistic,[u'usa'],29.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=852,english250,male,[u'852'],"[u'chester,', u'england,', u'uk']",english,[u'none'],"19,",0.0,naturalistic,[u'uk'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=855,english251,male,[u'855'],"[u'mt.', u'kisco,', u'new', u'york,', u'usa']",english,"[u'french', u'spanish', u'italian', u'japanese', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=856,english252,female,[u'856'],"[u'san', u'jose', u'ca,', u'california,', u'usa']",english,"[u'german', u'']","25,",0.0,naturalistic,[u'usa'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=857,english253,male,[u'857'],"[u'dublin,', u'ireland']",english,"[u'gaelic', u'french', u'']","21,",0.0,naturalistic,[u'ireland'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=858,english254,male,[u'858'],"[u'eugene,', u'oregon,', u'usa']",english,"[u'spanish', u'']","39,",0.0,naturalistic,[u'usa'],39.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=859,english255,female,[u'859'],"[u'oamaru,', u'new', u'zealand']",english,"[u'cantonese', u'japanese', u'']","24,",0.0,naturalistic,"[u'new', u'zealand']",24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=861,english256,male,[u'861'],"[u'laurinburg,', u'north', u'carolina,', u'usa']",english,[u'none'],"23,",0.0,naturalistic,[u'usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=863,english257,male,[u'863'],"[u'san', u'diego,', u'california,', u'usa']",english,[u'none'],"24,",0.0,naturalistic,[u'usa'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=869,english258,male,[u'869'],"[u'kilkenny,', u'ireland']",english,"[u'irish', u'french', u'german', u'dutch', u'spanish', u'']","24,",0.0,naturalistic,[u'ireland'],23.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=870,english259,male,[u'870'],"[u'singapore,', u'singapore']",english,"[u'mandarin', u'cantonese', u'hokkien', u'']","23,",0.0,naturalistic,[u'singapore'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=871,english260,female,[u'871'],"[u'phoenix,', u'arizona,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=875,english261,female,[u'875'],"[u'forestville,', u'maryland,', u'usa']",english,"[u'spanish', u'']","59,",0.0,naturalistic,[u'usa'],59.0,59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=876,english262,male,[u'876'],"[u'naylor,', u'maryland,', u'usa']",english,"[u'german', u'']","60,",0.0,naturalistic,[u'usa'],60.0,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=884,english263,male,[u'884'],"[u'oak', u'forest,', u'illinois,', u'usa']",english,"[u'spanish', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=889,english264,male,[u'889'],"[u'freemont,', u'california,', u'usa']",english,"[u'french', u'german', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=890,english265,male,[u'890'],"[u'vancouver', u'wa,', u'washington,', u'usa']",english,"[u'korean', u'german', u'']","31,",0.0,naturalistic,[u'usa'],27.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=899,english266,male,[u'899'],"[u'san', u'diego,', u'california,', u'usa']",english,"[u'french', u'spanish', u'']","18,",0.0,,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=900,english267,male,[u'900'],"[u'leeds,', u'uk']",english,"[u'french', u'']","66,",0.0,naturalistic,[u'uk'],66.0,66
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=901,english268,female,[u'901'],"[u'leeds,', u'uk']",english,"[u'french', u'german', u'']","67,",0.0,naturalistic,[u'uk'],67.0,67
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=902,english269,female,[u'902'],"[u'adelaide,', u'australia']",english,"[u'french', u'']","22,",0.0,naturalistic,"[u'australia,', u'uk,', u'usa']",22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=903,english270,male,[u'903'],"[u'cape', u'town,', u'south', u'africa']",english,"[u'afrikaans', u'french', u'']","29,",0.0,naturalistic,"[u'south', u'africa']",29.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=904,english271,female,[u'904'],"[u'cape', u'town,', u'south', u'africa']",english,"[u'afrikaans', u'french', u'']","32,",0.0,naturalistic,"[u'south', u'africa']",32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=905,english272,male,[u'905'],"[u'dallas,', u'texas,', u'usa']",english,"[u'spanish', u'']","20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=907,english273,male,[u'907'],"[u'blue', u'bell,', u'pennsylvania,', u'usa']",english,"[u'german', u'']","46,",0.0,naturalistic,[u'usa'],46.0,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=909,english274,female,[u'909'],"[u'sydney,', u'australia']",english,"[u'hokkien', u'mandarin', u'']","25,",0.0,naturalistic,[u'australia'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=912,english275,female,[u'912'],"[u'clifton,', u'new', u'jersey,', u'usa']",english,[u'none'],"20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=918,english276,female,[u'918'],"[u'chattanooga,', u'tennessee,', u'usa']",english,[u'none'],"50,",0.0,naturalistic,[u'usa'],50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=919,english277,female,[u'919'],"[u'hudson,', u'new', u'york,', u'usa']",english,"[u'german', u'']","48,",0.0,naturalistic,[u'usa'],42.0,48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=921,english278,female,[u'921'],"[u'augusta,', u'georgia,', u'usa']",english,[u'none'],"18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=922,english279,female,[u'922'],"[u'singapore,', u'singapore']",english,"[u'mandarin', u'hainanese', u'']","30,",0.0,naturalistic,[u'singapore'],30.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=935,english280,female,[u'935'],"[u'ramsey,', u'isle', u'of', u'man']",english,[u'none'],"19,",0.0,naturalistic,"[u'isle', u'of', u'man']",19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=937,english281,male,[u'937'],"[u'ramsey', u'mn,', u'minnesota,', u'usa']",english,"[u'french', u'']","23,",0.0,naturalistic,[u'usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=939,english282,male,[u'939'],"[u'tampa,', u'florida,', u'usa']",english,[u'none'],"20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=951,english283,male,[u'951'],"[u'pelham,', u'new', u'york,', u'usa']",english,"[u'spanish', u'']","18,",0.0,naturalistic,[u'usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=952,english284,male,[u'952'],"[u'gainesville,', u'florida,', u'usa']",english,"[u'spanish', u'']","33,",0.0,naturalistic,[u'usa'],33.0,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=961,english285,male,[u'961'],"[u'melbourne,', u'australia']",english,[u'none'],"50,",0.0,naturalistic,"[u'australia,', u'hong', u'kong,', u'usa']",50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=977,english286,female,[u'977'],"[u'beaumont,', u'texas,', u'usa']",english,"[u'french', u'latin', u'hebrew', u'spanish', u'']","21,",0.0,naturalistic,[u'usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=981,english287,female,[u'981'],"[u'singapore,', u'singapore']",english,"[u'cantonese', u'mandarin', u'japanese', u'']","27,",0.0,naturalistic,[u'singapore'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=982,english288,female,[u'982'],"[u'st.', u'louis,', u'missouri,', u'usa']",english,[u'none'],"26,",0.0,naturalistic,[u'usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=983,english289,female,[u'983'],"[u'fairfax,', u'virginia,', u'usa']",english,"[u'italian', u'spanish', u'latin', u'french', u'']","19,",0.0,naturalistic,[u'usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=986,english290,male,[u'986'],"[u'duluth,', u'georgia,', u'usa']",english,[u'none'],"20,",0.0,naturalistic,[u'usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1026,english291,male,[u'1026'],"[u'belize', u'city,', u'belize']",english,"[u'spanish', u'creole', u'dutch', u'']","18,",0.0,naturalistic,"[u'belize,', u'usa']",18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1051,english292,male,[u'1051'],"[u'kansas', u'city,', u'missouri,', u'usa']",english,[u'none'],"38,",0.0,naturalistic,[u'usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1052,english293,female,[u'1052'],"[u'billings,', u'montana,', u'usa']",english,[u'none'],"22,",0.0,naturalistic,[u'usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1060,english294,female,[u'1060'],"[u'naracoorte,', u'australia']",english,"[u'indonesian', u'french', u'']","19,",0.0,naturalistic,"[u'australia,', u'usa']",19.0,19
