,age,age_onset,birthplace,english_learning_method,english_residence,file_present,filename,length_of_english_residence,native_language,sex,speakerid
632,21,0,"hartford, connecticut, usa",naturalistic,usa,TRUE,english447,21,english,male,1534
633,20,0,"isle of arran, scotland, uk",naturalistic,uk,TRUE,english448,20,english,male,1536
634,27,0,"barton, vermont, usa",naturalistic,usa,TRUE,english449,27,english,male,1538
635,25,6,"beijing, china",naturalistic,"thailand, australia, usa",TRUE,mandarin33,20,mandarin,male,1541
636,26,0,"windsor, uk",naturalistic,uk,TRUE,english450,26,english,male,1544
637,44,0,"hazlehurst, georgia, usa",naturalistic,usa,TRUE,english451,44,english,male,1546
638,24,0,"newcastle, australia",naturalistic,australia,TRUE,english452,24,english,male,1547
639,21,0,"chicago, illinois, usa",naturalistic,usa,TRUE,english453,21,english,female,1548
640,19,0,"raleigh, north carolina, usa",naturalistic,usa,TRUE,english454,19,english,female,1550
641,29,0,"washington, dc, usa",naturalistic,usa,TRUE,english455,29,english,female,1552
642,37,0,"lancashire, leyland, uk",naturalistic,uk,TRUE,english456,37,english,female,1554
643,43,0,"syracuse, new york, usa",naturalistic,usa,TRUE,english457,40,english,male,1555
644,22,0,"reno, nevada, usa",naturalistic,usa,TRUE,english458,22,english,female,1559
645,19,0,"charlotte, north carolina, usa",naturalistic,usa,TRUE,english459,19,english,male,1560
646,19,0,"rutland, england, uk",naturalistic,uk,TRUE,english460,19,english,female,1561
647,44,0,"poughkeepsie, new york, usa",naturalistic,usa,TRUE,english461,44,english,female,1563
648,20,0,"paducah, kentucky, usa",naturalistic,usa,TRUE,english462,20,english,male,1564
649,22,7,"baghdad, iraq",academic,usa,TRUE,arabic54,3,arabic,male,1565
650,70,33,"beirut, lebanon",academic,usa,TRUE,arabic55,37,arabic,male,1569
651,53,0,"brooklyn, new york, usa",naturalistic,usa,TRUE,english463,53,english,female,1571
652,39,19,"la union, el salvador",naturalistic,usa,TRUE,spanish101,24,spanish,female,1574
653,31,26,"cochabamba, bolivia",academic,usa,TRUE,spanish102,9,spanish,male,1575
654,31,13,"shi jia zhuang, hebei, china",academic,,TRUE,mandarin34,0,mandarin,female,1578
655,27,12,"yantai, shandong, china",academic,,TRUE,mandarin35,0,mandarin,female,1579
656,32,10,"beijing, china",academic,,TRUE,mandarin36,0,mandarin,female,1580
657,32,12,"huhot, nei meng gu, china",academic,,TRUE,mandarin37,0,mandarin,female,1581
658,33,12,"changsha, hunan, china",academic,"australia, usa",TRUE,mandarin38,0.1,mandarin,female,1582
659,24,12,"tie ling, liaoning, china",academic,,TRUE,mandarin39,0,mandarin,female,1583
660,46,15,"san miguel, el salvador",naturalistic,usa,TRUE,spanish103,25,spanish,male,1584
661,28,20,"san miguel, el salvador",naturalistic,usa,TRUE,spanish104,8,spanish,female,1600
662,41,10,"jerez de la frontera, spain",academic,usa,TRUE,spanish105,12,spanish,female,1613
663,28,12,"chengdu, sichuan, china",academic,"singapore, usa",TRUE,mandarin40,9,mandarin,male,1614
664,34,13,"songyuan, jilin, china",academic,,TRUE,mandarin41,0,mandarin,female,1615
665,47,16,"yanbian, jilin, china",academic,,TRUE,mandarin42,0,mandarin,female,1616
666,24,15,"datong, shanxi, china",academic,,TRUE,mandarin43,0,mandarin,female,1617
667,27,0,"ottawa, ontario, canada",naturalistic,canada,TRUE,english464,24,english,male,1618
668,21,5,"lima, peru",academic,usa,TRUE,spanish106,10,spanish,male,1621
669,36,14,"san salvador, el salvador",naturalistic,usa,TRUE,spanish107,22,spanish,male,1622
670,36,24,"medellin, colombia",academic,usa,TRUE,spanish108,12,spanish,male,1629
671,21,16,"hangzhou, zhejiang, china",academic,usa,TRUE,mandarin44,1.5,mandarin,male,1630
672,42,12,"beijing, china",academic,"usa, australia",TRUE,mandarin45,0.1,mandarin,female,1631
673,20,0,"aylesbury, buckinghamshire, uk",naturalistic,uk,TRUE,english465,19,english,male,1635
674,43,9,"jilin city, jilin, china",academic,,TRUE,mandarin46,0,mandarin,female,1636
675,18,0,"portland, maine, usa",naturalistic,usa,TRUE,english466,18,english,male,1637
676,23,1,"pozzuoli, italy",naturalistic,usa,TRUE,english467,18,english,male,1639
677,30,0,"myrtle beach, south carolina, usa",naturalistic,usa,TRUE,english468,30,english,male,1640
678,22,0,"knoxville, tennessee, usa",naturalistic,usa,TRUE,english469,21,english,male,1641
679,21,0,"leighton buzzard, uk",naturalistic,uk,TRUE,english470,20,english,male,1642
680,28,8,"beijing, china",academic,,TRUE,mandarin47,0,mandarin,female,1644
681,37,12,"pingdingshan, henan, china",academic,,TRUE,mandarin48,0,mandarin,male,1645
682,26,0,"calgary, alberta, canada",naturalistic,canada,TRUE,english471,24.5,english,female,1648
683,26,0,"rota, spain",naturalistic,usa,TRUE,english472,23,english,male,1649
684,20,0,"nottingham, uk",naturalistic,uk,TRUE,english473,20,english,male,1650
685,33,0,"rochester, minnesota, usa",naturalistic,usa,TRUE,english474,33,english,female,1656
686,29,0,"ogden, utah, usa",naturalistic,usa,TRUE,english475,29,english,female,1657
687,64,0,"manchester, new hampshire, usa",naturalistic,usa,TRUE,english476,64,english,female,1658
688,31,0,"san diego, california, usa",naturalistic,usa,TRUE,english477,27,english,female,1659
689,21,16,"maracay, venezuela",academic,,TRUE,spanish109,0,spanish,male,1660
690,19,0,"sydney, nova scotia, canada",naturalistic,canada,TRUE,english478,19,english,male,1661
691,64,0,"new york, new york, usa",naturalistic,usa,TRUE,english479,64,english,female,1664
692,58,0,"winston-salem, north carolina, usa",naturalistic,usa,TRUE,english480,58,english,male,1665
693,88,0,"stringtown, oklahoma, usa",naturalistic,usa,TRUE,english481,82,english,female,1666
694,74,0,"yeadon, pennsylvania, usa",naturalistic,usa,TRUE,english482,74,english,female,1667
695,19,0,"boston, massachusetts, usa",naturalistic,usa,TRUE,english483,19,english,male,1668
696,24,0,"dublin, ireland",naturalistic,ireland,TRUE,english484,24,english,male,1672
697,20,0,"cromwell, connecticut, usa",naturalistic,usa,TRUE,english485,20,english,male,1674
698,43,12,"ain defla, algeria",academic,usa,TRUE,arabic56,3,arabic,male,1677
699,20,18,"caracas, venezuela",academic,,TRUE,spanish110,0,spanish,male,1680
700,53,0,"corentyne, guyana",naturalistic,"guyana, usa",TRUE,english486,53,english,female,1683
701,22,0,"london, uk",naturalistic,uk,TRUE,english487,22,english,female,1688
702,55,33,"santiago, chile",naturalistic,usa,TRUE,spanish111,23.7,spanish,male,1689
703,35,0,"irvine, scotland, uk",naturalistic,"uk, usa",TRUE,english488,35,english,female,1692
704,25,15,"la paz, bolivia",academic,usa,TRUE,spanish112,15,spanish,male,1693
705,46,0,"kingston, jamaica",naturalistic,"jamaica, usa",TRUE,english489,46,english,female,1694
706,19,8,"cochabamba, bolivia",academic,usa,TRUE,spanish113,11,spanish,male,1695
707,28,17,"beirut, lebanon",academic,usa,TRUE,arabic57,11,arabic,female,1699
708,34,9,"baghdad, iraq",academic,usa,TRUE,arabic58,5.5,arabic,male,1700
709,55,9,"irbid, jordan",academic,usa,TRUE,arabic59,35,arabic,male,1702
710,18,0,"auckland, new zealand",naturalistic,new zealand,TRUE,english490,18.5,english,male,1709
711,60,14,"cairo, egypt",academic,usa,TRUE,arabic60,23,arabic,male,1711
712,79,0,"westmoreland, jamaica",naturalistic,"jamaica, usa",TRUE,english491,79,english,female,1713
713,22,0,"omaha, nebraska, usa",naturalistic,usa,TRUE,english492,22,english,female,1716
714,20,0,"miami, florida, usa",naturalistic,usa,TRUE,english493,13.5,english,male,1718
715,27.5,0,"findlay, ohio, usa",naturalistic,usa,TRUE,english494,27.5,english,male,1719
716,21,0,"kirkland, washington, usa",naturalistic,usa,TRUE,english495,21,english,male,1720
717,20,0,"london, england, uk",naturalistic,uk,TRUE,english496,20,english,male,1724
718,22,0,"cleveland, ohio, usa",naturalistic,usa,TRUE,english497,22,english,male,1726
719,27,0,"prince george, british columbia, canada",naturalistic,canada,TRUE,english498,27,english,male,1727
720,21,0,"st. paul, minnesota, usa",naturalistic,usa,TRUE,english499,21,english,female,1728
721,22,8,"seville, spain",naturalistic,uk,TRUE,spanish114,0.25,spanish,female,1732
722,38,0,"albury, new south wales, australia",naturalistic,australia,TRUE,english500,38,english,male,1733
723,64,0,"pittsburgh, pennsylvania, usa",naturalistic,usa,TRUE,english501,64,english,female,1734
724,30,0,"farmington hills, michigan, usa",naturalistic,usa,TRUE,english502,30,english,female,1735
725,21,10,"shanghai, china",academic,australia,TRUE,mandarin49,2.5,mandarin,male,1736
726,29,0,"benin city, nigeria",naturalistic,"nigeria, usa",TRUE,english503,25,english,female,1739
727,58,8,"la paz, bolivia",academic,usa,TRUE,spanish115,15,spanish,female,1744
728,37,6,"bogota, colombia",academic,usa,TRUE,spanish116,3,spanish,male,1747
729,20,7,"manama, bahrain",academic,usa,TRUE,arabic61,1.75,arabic,male,1753
730,19,18,"ad dammam, saudi arabia",academic,usa,TRUE,arabic62,1,arabic,male,1768
731,28,10,"bani walid, libya",academic,usa,TRUE,arabic63,0.3,arabic,female,1769
732,23,6,"riyadh, saudi arabia",naturalistic,usa,TRUE,arabic64,3,arabic,male,1777
733,32,10,"samail, oman",academic,"canada, usa",TRUE,arabic65,6,arabic,female,1778
734,50,14,"medina, saudi arabia",academic,usa,TRUE,arabic66,1,arabic,male,1784
735,43,22,"nasriah, iraq",academic,usa,TRUE,arabic67,20,arabic,male,1785
736,25,0,"west palm beach, florida, usa",naturalistic,usa,TRUE,english504,25,english,male,1786
737,25,9,"hsinchu, taiwan",academic,usa,TRUE,mandarin50,0.2,mandarin,male,1788
738,25,10,"tianjin, hebei, china",academic,usa,TRUE,mandarin51,2,mandarin,male,1792
739,26,6,"shaoxing, zhejiang, china",academic,usa,TRUE,mandarin52,1,mandarin,female,1793
740,46,12,"madrid, spain",academic,usa,TRUE,spanish117,13,spanish,male,1797
741,50,0,"beirut, lebanon",naturalistic,usa,TRUE,english505,9,english,female,1798
742,30,0,"new orleans, louisiana, usa",naturalistic,usa,TRUE,english506,30,english,female,1799
743,21,0,"accra, ghana",naturalistic,"ghana, usa",TRUE,english507,21,english,male,1800
744,20,0,"winfield, illinois, usa",naturalistic,usa,TRUE,english508,20,english,female,1801
745,44,0,"coudersport, pennsylvania, usa",naturalistic,usa,TRUE,english509,35,english,female,1802
746,66,0,"philadelphia, pennsylvania, usa",naturalistic,usa,TRUE,english510,66,english,female,1803
747,20,6,"london, uk",naturalistic,"uk, usa",TRUE,arabic68,9,arabic,male,1805
748,48,13,"monterrey, mexico",academic,usa,TRUE,spanish118,22,spanish,female,1806
749,40,11,"madrid, spain",naturalistic,usa,TRUE,spanish119,15,spanish,female,1807
750,55,15,"kerma, sudan",academic,"uk, usa",TRUE,arabic69,21,arabic,female,1810
751,38,13,"ningbo, zhejiang, china",academic,usa,TRUE,mandarin53,15,mandarin,female,1817
752,31,0,"montgomery, alabama, usa",naturalistic,usa,TRUE,english511,31,english,female,1818
753,54,0,"salina, kansas, usa",naturalistic,usa,TRUE,english512,54,english,female,1819
754,25,2,"bogota, colombia",academic,usa,TRUE,spanish120,16,spanish,female,1823
755,34,21,"pasaquina, el salvador",academic,usa,TRUE,spanish121,10,spanish,male,1826
756,47,16,"casablanca, morocco",academic,usa,TRUE,arabic70,25,arabic,male,1827
757,29,21,"kuwait city, kuwait",naturalistic,usa,TRUE,arabic71,8,arabic,female,1828
758,26,10,"toluca, mexico",academic,usa,TRUE,spanish122,16,spanish,female,1831
759,20,11,"baghdad, iraq",academic,usa,TRUE,arabic72,4.8,arabic,female,1832
760,57,14,"ilbague, colombia",academic,usa,TRUE,spanish123,17,spanish,female,1834
761,22,5,"santa cruz, bolivia",naturalistic,usa,TRUE,spanish124,14,spanish,male,1835
762,23,9,"lima, peru",naturalistic,usa,TRUE,spanish125,14,spanish,male,1840
763,47,7,"nazareth, israel",academic,usa,TRUE,arabic73,28,arabic,female,1841
764,54,5,"colon, panama",naturalistic,usa,TRUE,spanish126,35,spanish,female,1853
765,52,0,"bocas del toro, panama",naturalistic,"panama, usa",TRUE,english513,52,english,female,1856
766,34,19,"san salvador, el salvador",academic,usa,TRUE,spanish127,7,spanish,male,1860
767,30,7,"lima, peru",academic,usa,TRUE,spanish128,17,spanish,female,1869
768,18,4,"alexandria, egypt",academic,usa,TRUE,arabic74,0.4,arabic,male,1870
769,57,0,"youngstown, ohio, usa",naturalistic,usa,TRUE,english514,57,english,male,1872
770,55,0,"youngstown, ohio, usa",naturalistic,usa,TRUE,english515,55,english,female,1873
771,47,30,"havana, cuba",naturalistic,usa,TRUE,spanish129,17,spanish,female,1874
772,32,0,"dripping springs, texas, usa",naturalistic,usa,TRUE,english516,32,english,female,1875
773,33,0,"colorado springs, colorado, usa",naturalistic,usa,TRUE,english517,33,english,male,1876
774,24,0,"kells, meath, ireland",naturalistic,ireland,TRUE,english518,24,english,male,1878
775,18,1,"karachi, pakistan",naturalistic,"canada, usa",TRUE,english519,16,english,female,1882
776,47,0,"st. paul, minnesota, usa",naturalistic,usa,TRUE,english520,47,english,female,1884
777,26,2,"riyadh, saudi arabia",naturalistic,usa,TRUE,arabic75,5.2,arabic,female,1885
778,25,0,"bethesda, maryland, usa",naturalistic,usa,TRUE,english521,25,english,female,1886
779,22,0,"bethpage, new york, usa",naturalistic,usa,TRUE,english522,22,english,female,1887
780,18,0,"madison, wisconsin, usa",naturalistic,usa,TRUE,english523,18,english,female,1888
781,19,0,"downers grove, illinois, usa",naturalistic,usa,TRUE,english524,19,english,male,1890
782,27,21,"guayaquil, ecuador",naturalistic,usa,TRUE,spanish130,1,spanish,male,1891
783,25,4,"jiddah, saudi arabia",naturalistic,usa,TRUE,arabic76,0.2,arabic,male,1892
784,18,0,"albion, new york, usa",naturalistic,usa,TRUE,english525,18,english,female,1893
785,18,4,"ad dammam, saudi arabia",naturalistic,usa,TRUE,arabic77,1,arabic,female,1894
786,20,0,"woodbridge, virginia, usa",naturalistic,usa,TRUE,english526,20,english,male,1895
787,19,3,"washington, district of columbia, usa",naturalistic,usa,TRUE,arabic78,8,arabic,female,1897
788,24,13,"medina, saudi arabia",academic,usa,TRUE,arabic79,1,arabic,female,1899
789,25,10,"chengdu, sichuan, china",academic,usa,TRUE,mandarin54,5,mandarin,female,1900
790,25,11,"najran, saudi arabia",academic,usa,TRUE,arabic80,2,arabic,male,1901
791,56,25,"havana, cuba",naturalistic,usa,TRUE,spanish131,31,spanish,male,1903
792,50,15,"rio piedras, puerto rico",academic,usa,TRUE,spanish132,30,spanish,female,1904
793,25,0,"wynnewood, pennsylvania, usa",naturalistic,usa,TRUE,english527,25,english,female,1907
794,52,0,"green bay, wisconsin, usa",naturalistic,usa,TRUE,english528,52,english,female,1908
795,25,13,"loudi, hunan, china",academic,usa,TRUE,mandarin55,1.5,mandarin,female,1909
796,26,11,"baoding, hebei, china",academic,usa,TRUE,mandarin56,0.7,mandarin,female,1910
797,22,17,"riyadh, saudi arabia",naturalistic,usa,TRUE,arabic81,3.6,arabic,male,1914
798,38,19,"cochabamba, bolivia",academic,usa,TRUE,spanish133,13,spanish,male,1916
799,42,12,"damascus, syria",academic,usa,TRUE,arabic82,0.3,arabic,male,1917
800,22,21,"riyadh, saudi arabia",academic,usa,TRUE,arabic83,1,arabic,male,1920
801,41,13,"la union, el salvador",academic,usa,TRUE,spanish134,28.7,spanish,female,1921
802,41,22,"santiago de cuba, cuba",naturalistic,usa,TRUE,spanish135,18,spanish,female,1923
803,29,0,"burlington, vermont, usa",naturalistic,usa,TRUE,english529,29,english,female,1925
804,50,0,"detroit, michigan, usa",naturalistic,usa,TRUE,english530,35,english,female,1926
805,26,12,"medina, saudi arabia",academic,usa,TRUE,arabic84,2,arabic,female,1927
806,29,0,"nokesville, virginia, usa",naturalistic,usa,TRUE,english531,26,english,female,1928
807,23,0,"bristol, connecticut, usa",naturalistic,usa,TRUE,english532,23,english,female,1933
808,38,0,"fairfax, virginia, usa",naturalistic,usa,TRUE,english533,38,english,female,1934
809,49,8,"santiago, chile",academic,usa,TRUE,spanish136,41,spanish,male,1949
810,29,0,"mineola, new york, usa",naturalistic,usa,TRUE,english534,29,english,female,1951
811,22,0,"plymouth, massachusetts, usa",naturalistic,usa,TRUE,english535,22,english,female,1955
812,21,0,"richmond, virginia, usa",naturalistic,usa,TRUE,english536,21,english,female,1956
813,21,0,"woodbridge, virginia, usa",naturalistic,usa,TRUE,english537,21,english,female,1957
814,20,0,"lyndhurst, virginia, usa",naturalistic,usa,TRUE,english538,20,english,female,1958
815,19,0,"orange county, california, usa",naturalistic,usa,TRUE,english539,19,english,female,1959
816,18,0,"arlington, virginia, usa",naturalistic,usa,TRUE,english540,18,english,female,1960
817,27,0,"fort lauderdale, florida, usa",naturalistic,usa,TRUE,english541,27,english,female,1961
818,60,0,"toronto, ontario, canada",naturalistic,"canada, usa",TRUE,english542,55,english,male,1962
819,24,14,"ad dammam, saudi arabia",academic,usa,TRUE,arabic85,0.4,arabic,female,1963
820,28,3,"cairo, egypt",academic,"usa, canada",TRUE,arabic86,2.8,arabic,male,1964
821,39,0,"vancouver, british columbia, canada",naturalistic,"canada, usa, uk, cayman islands",TRUE,english543,36,english,female,1969
822,31,0,"hanover, new hampshire, usa",naturalistic,usa,TRUE,english544,31,english,male,1970
823,24,21,"santa ana, el salvador",academic,usa,TRUE,spanish137,4,spanish,female,1979
824,24,16,"san miguel, el salvador",academic,usa,TRUE,spanish138,8,spanish,female,1980
825,50,38,"guatemala city, guatemala",academic,usa,TRUE,spanish139,11,spanish,male,1981
826,37,31,"cochabamba, bolivia",academic,usa,TRUE,spanish140,6,spanish,female,1985
827,20,12,"shanghai, china",academic,uk,TRUE,mandarin57,0.2,mandarin,male,1990
828,56,0,"tangier island, virginia, usa",naturalistic,usa,TRUE,english545,56,english,male,1995
829,43,0,"tangier island, virginia, usa",naturalistic,usa,TRUE,english546,43,english,female,1996
830,63,0,"tangier island, virginia, usa",naturalistic,usa,TRUE,english547,63,english,male,1997
831,23,7,"superior, colorado, usa",naturalistic,usa,TRUE,mandarin58,16,mandarin,male,2000
832,61,0,"dublin, ireland",naturalistic,ireland,TRUE,english548,61,english,male,2003
833,49,10,"kuwait city, kuwait",academic,usa,TRUE,arabic87,0.5,arabic,female,2005
834,,,,,,,,,,,2006
835,19,4,"beirut, lebanon",academic,usa,TRUE,arabic88,3,arabic,female,2008
836,24,12,"la union, el salvador",academic,usa,TRUE,spanish141,12,spanish,male,2009
837,19,0,"exminister, uk",naturalistic,"uk, usa",TRUE,english549,17,english,female,2012
838,59,8,"san salvador, el salvador",academic,usa,TRUE,spanish142,33,spanish,female,2016
839,20,6,"kunming, yunnan, china",academic,usa,TRUE,mandarin59,0.4,mandarin,female,2019
840,35,19,"baghdad, iraq",academic,usa,TRUE,arabic89,16,arabic,female,2022
841,45,6,"oviedo, spain",academic,"uk, usa",TRUE,spanish143,12.5,spanish,male,2026
842,82,0,"fredericksburg, virginia, usa",naturalistic,usa,TRUE,english550,82,english,male,2028
843,81,0,"king george, virginia, usa",naturalistic,usa,TRUE,english551,81,english,female,2029
844,23,12,"tripoli, libya",academic,usa,TRUE,arabic90,2.5,arabic,female,2036
845,23,0,"bethesda, maryland, usa",naturalistic,USA,TRUE,english552,20,english,female,2043
846,21,0,"nashville, tennessee, usa",naturalistic,usa,TRUE,english553,21,english,male,2046
847,22,0,"hoffman estates, illinois, usa",naturalistic,usa,TRUE,english554,22,english,female,2047
848,90,0,"brooklyn, new york, usa",naturalistic,usa,TRUE,english555,90,english,male,2049
849,84,0,"brooklyn, new york, usa",naturalistic,usa,TRUE,english556,84,english,female,2050
850,33,23,"florencia, zacatecas, mexico",naturalistic,usa,TRUE,spanish144,10,spanish,female,2051
851,37,21,"florencia, zacatecas, mexico",naturalistic,usa,TRUE,spanish145,16,spanish,female,2052
852,25,2,"sharjah, united arab emirates",naturalistic,usa,TRUE,english557,6,english,female,2053
853,23,0,"queens, new york, usa",naturalistic,usa,TRUE,english558,23,english,male,2055
854,19,0,"reston, virginia, usa",naturalistic,usa,TRUE,english559,19,english,female,2056
855,25,18,"las palmas, oaxaca, mexico",naturalistic,usa,TRUE,spanish146,7,spanish,male,2057
856,22,0,"hartford, connecticut, usa",naturalistic,usa,TRUE,english560,22,english,female,2059
857,20,0,"yorktown, virginia, usa",naturalistic,usa,TRUE,english561,20,english,female,2060
858,30,0,"florence, south carolina, usa",naturalistic,usa,TRUE,english562,30,english,female,2061
859,32,0,"manassas, virginia, usa",naturalistic,usa,TRUE,english563,32,english,male,2074
860,52,0,"casper, wyoming, usa",naturalistic,usa,TRUE,english564,52,english,male,2077
861,26,15,"puerto_cabezas, nicaragua",academic,,TRUE,spanish147,0,spanish,male,2078
862,19,11,"la ceiba, honduras",academic,,TRUE,spanish148,0,spanish,male,2079
863,27,0,"portland, oregon, usa",naturalistic,usa,TRUE,english565,27,english,female,2080
864,22,0,"derby, england, uk",naturalistic,uk,TRUE,english566,22,english,male,2081
865,57,12,"riyadh, saudi arabia",academic,usa,TRUE,arabic91,8,arabic,female,2086
866,36,10,"baghdad, iraq",academic,usa,TRUE,arabic92,2,arabic,male,2087
867,23,22,"bilwi, puerto cabezas, nicaragua",naturalistic,,TRUE,spanish149,0,spanish,male,2091
868,18,13,"bilwi, puerto cabezas, nicaragua",academic,,TRUE,spanish150,0,spanish,male,2094
869,58,50,"bilwas karma, rio coco, nicaragua",naturalistic,,TRUE,spanish151,0,spanish,female,2096
870,51,25,"barcelona, spain",naturalistic,usa,TRUE,spanish152,26,spanish,male,2100
871,24,0,"new york, new york, usa",naturalistic,usa,TRUE,english567,24,english,male,2101
872,86,0,"quincy, florida, usa",naturalistic,usa,TRUE,english568,86,english,female,2103
873,24,0,"sydney, australia",naturalistic,australia,TRUE,english569,24,english,male,2104
874,42,0,"parma, ohio, usa",naturalistic,usa,TRUE,english570,42,english,female,2106
875,41,13,"guiyang, guizhou, china",academic,usa,TRUE,mandarin60,15,mandarin,female,2109
876,27,10,"baghdad, iraq",academic,usa,TRUE,arabic93,4.8,arabic,female,2112
877,39,0,"washington, dc, usa",naturalistic,usa,TRUE,english571,39,english,male,2113
878,24,9,"abu dhabi, united arab emirates",academic,usa,TRUE,arabic94,9,arabic,female,2114
879,33,16,"shangrao, jiangxi, china",academic,northern mariana islands,TRUE,mandarin61,17,mandarin,female,2116
880,24,7,"shanghai, china",academic,usa,TRUE,mandarin62,5.5,mandarin,male,2117
881,21,10,"bogota, colombia",naturalistic,usa,TRUE,spanish153,6,spanish,male,2118
882,27,12,"jiaozuo, henan, china",academic,usa,TRUE,mandarin63,4.3,mandarin,male,2119
883,51,0,"fort worth, texas, usa",naturalistic,"usa, uk",TRUE,english572,48,english,male,2121
884,46,0,"painesville, ohio, usa",naturalistic,usa,TRUE,english573,46,english,male,2124
885,30,4,"montevideo, uruguay",academic,usa,TRUE,spanish154,1.5,spanish,male,2127
886,24,10,"fuzhou, fujian, china",academic,usa,TRUE,mandarin64,5,mandarin,female,2129
887,27,9,"lima, peru",naturalistic,usa,TRUE,spanish155,15,spanish,male,2130
888,65,8,"montevideo, uruguay",academic,usa,TRUE,spanish156,54,spanish,female,2142
889,31,10,"kuwait city, kuwait",academic,usa,TRUE,arabic95,1,arabic,female,2143
890,19,3,"mexico city, mexico",naturalistic,usa,TRUE,spanish157,16,spanish,female,2144
891,54,37,"santurce, puerto rico",academic,usa,TRUE,spanish158,16,spanish,female,2148
892,29,21,"san salvador, el salvador",naturalistic,usa,TRUE,spanish159,11,spanish,male,2149
893,20,7,"bogota, colombia",academic,usa,TRUE,spanish160,9,spanish,male,2150
894,21,7,"riyadh, saudi arabia",academic,usa,TRUE,arabic96,2,arabic,male,2153
895,19,4,"sharjah, united arab emirates",academic,,TRUE,arabic97,0,arabic,female,2154
896,19,4,"ras al khaimah, united arab emirates",academic,,TRUE,arabic98,0,arabic,female,2155
897,56,32,"leon, nicaragua",academic,usa,TRUE,spanish161,19,spanish,female,2156
898,25,16,"ad dammam, saudi arabia",academic,usa,TRUE,arabic99,2,arabic,female,2157
899,40,10,"beirut, lebanon",academic,usa,TRUE,arabic100,20,arabic,female,2159
900,21,10,"doha, qatar",academic,usa,TRUE,arabic101,2,arabic,male,2160
901,22,3,"jiddah, saudi arabia",academic,usa,TRUE,arabic102,5,arabic,male,2161
902,26,0,"toronto, ontario, canada",naturalistic,canada,TRUE,english574,23,english,female,2162
903,24,0,"great falls, virginia, usa",naturalistic,usa,TRUE,english575,24,english,male,2165
904,63,0,"washington, dc, usa",naturalistic,usa,TRUE,english576,63,english,female,2167
905,28,5,"mexico city, mexico",naturalistic,"usa, uk",TRUE,spanish162,5,spanish,male,2169
906,38,0,"san leandro, california, usa",naturalistic,usa,TRUE,english577,38,english,female,2170
907,60,0,"salford, lancashire, uk",naturalistic,"uk, canada, usa",TRUE,english578,60,english,male,2171
908,22,0,"adelaide, australia",naturalistic,australia,TRUE,english579,22,english,male,2172
909,20,5,"tianjin, hebei, china",academic,usa,TRUE,mandarin65,1.7,mandarin,female,2173
910,21,0,"rochester, new york, usa",naturalistic,usa,TRUE,english580,21,english,male,2185
911,62,0,"guelph, ontario, canada",naturalistic,"canada, uk",TRUE,english581,62,english,female,2186
912,60,0,"dundee, scotland, uk",naturalistic,uk,TRUE,english582,60,english,male,2187
913,72,0,"london, england, uk",naturalistic,uk,TRUE,english583,72,english,male,2195
914,29,10,"baghdad, iraq",academic,usa,TRUE,arabic103,3,arabic,male,2196
915,27,0,"monterey, california, usa",naturalistic,usa,TRUE,english584,27,english,male,2197
916,31,6,"riyadh, saudi arabia",academic,usa,TRUE,arabic104,4,arabic,female,2200
917,23,12,"riyadh, saudi arabia",academic,,TRUE,arabic105,0,arabic,female,2201
918,28,12,"riyadh, saudi arabia",academic,uk,TRUE,arabic106,2,arabic,male,2202
919,28,12,"riyadh, saudi arabia",academic,australia,TRUE,arabic107,2,arabic,male,2203
920,30,10,"riyadh, saudi arabia",academic,,TRUE,arabic108,0,arabic,female,2204
921,19,10,"riyadh, saudi arabia",academic,,TRUE,arabic109,0,arabic,female,2205
922,26,0,"dumfries, virginia, usa",naturalistic,usa,TRUE,english585,26,english,female,2207
923,25,15,"asuncion, paraguay",academic,usa,TRUE,spanish163,5,spanish,male,2212
924,27,7,"riyadh, saudi arabia",academic,uk,TRUE,arabic110,7,arabic,male,2216
925,20,5,"riyadh, saudi arabia",academic,usa,TRUE,arabic111,3,arabic,female,2217
926,19,3,"riyadh, saudi arabia",academic,usa,TRUE,arabic112,2.5,arabic,female,2218
927,20,1,"riyadh, saudi arabia",naturalistic,usa,TRUE,arabic113,4,arabic,female,2219
928,23,4,"amman, jordan",academic,"uk, usa",TRUE,arabic114,5.5,arabic,female,2220
929,21,0,"chesterfield, virginia, usa",naturalistic,usa,TRUE,english586,21,english,female,2221
930,41,19,"damascus, syria",academic,usa,TRUE,arabic115,22,arabic,female,2222
931,27,0,"philadelphia, pennsylvania, usa",naturalisstic,usa,TRUE,english587,27,english,female,2225
932,35,27,"zacatecas, mexico",naturalistic,usa,TRUE,spanish164,19,spanish,female,2230
933,62,4,"mayaguez, puerto rico",academic,usa,TRUE,spanish165,11,spanish,male,2235
934,26,11,"santo domingo, dominican republic",academic,usa,TRUE,spanish166,5,spanish,female,2238
935,29,15,"lima, peru",academic,usa,TRUE,spanish167,15,spanish,female,2239
936,28,4,"pasto, colombia",academic,usa,TRUE,spanish168,0.4,spanish,male,2240
937,30,13,"al ras, saudi arabia",academic,usa,TRUE,arabic116,4,arabic,female,2243
938,36,10,"ponce, puerto rico",academic,usa,TRUE,spanish169,16,spanish,female,2250
939,22,19,"shanghai, china",academic,usa,TRUE,mandarin66,3,mandarin,female,2252
